"date","ngn_per_usd","gdp_growth_monthly_interp","debt_service_monthly_interp","log_exr","log_exr_return","gdp_growth_m","debt_service_m","d_gdp","d_debt"
1999-03-01,86.6623,0.00439993786242362,0.741778579537138,4.46201895646269,0.0126842020327231,0.00439993786242362,0.741778579537138,-0.0227236620630266,-0.065294241323998
1999-04-01,90.1929,-0.00939845581326469,0.685225393521344,4.50195071000151,0.0399317535388262,-0.00939845581326469,0.685225393521344,-0.0137983936756883,-0.056553186015794
1999-05-01,94.3717,-0.0142715811016167,0.637413262813759,4.54724124007042,0.045290530068903,-0.0142715811016167,0.637413262813759,-0.00487312528835201,-0.0478121307075851
1999-06-01,94.4056,-0.0102194380026299,0.59834218741438,4.54760039342587,0.000359153355455888,-0.0102194380026299,0.59834218741438,0.0040521430989868,-0.039071075399379
1999-07-01,94.4056,0.00275797348369337,0.568012167323207,4.54760039342587,0,0.00275797348369337,0.568012167323207,0.0129774114863233,-0.0303300200911729
1999-08-01,94.406,0.0246606533573541,0.546423202540242,4.54760463045368,4.23702780949498e-06,0.0246606533573541,0.546423202540242,0.0219026798736607,-0.021588964782965
1999-09-01,94.406,0.055488601618353,0.533575293065483,4.54760463045368,0,0.055488601618353,0.533575293065483,0.0308279482609989,-0.012847909474759
1999-10-01,94.4175,0.0952418182666881,0.529468438898931,4.54772643732639,0.000121806872705577,0.0952418182666881,0.529468438898931,0.0397532166483351,-0.00410685416655199
1999-11-01,96.2605,0.143920303302362,0.534102640040586,4.567058058127,0.0193316208006173,0.143920303302362,0.534102640040586,0.0486784850356739,0.00463420114165503
1999-12-01,97.3891,0.201524056725372,0.547477896490447,4.57871429473521,0.0116562366082089,0.201524056725372,0.547477896490447,0.05760375342301,0.0133752564498609
2000-01-01,98.4905,0.26805307853572,0.569594208248515,4.58996009682625,0.0112458020910404,0.26805307853572,0.569594208248515,0.066529021810348,0.0221163117580681
2000-02-01,99.6274,0.325534714395327,0.594281124639399,4.60143722715898,0.0114771303327288,0.325534714395327,0.594281124639399,0.057481635859607,0.0246869163908839
2000-03-01,100.6081,0.373968964304198,0.621538645663101,4.61123277132294,0.00979554416395345,0.373968964304198,0.621538645663101,0.048434249908871,0.027257521023702
2000-04-01,99.878,0.413355828262325,0.651366771319615,4.60394944118225,-0.00728333014068117,0.413355828262325,0.651366771319615,0.039386863958127,0.0298281256565139
2000-05-01,100.145,0.443695306269714,0.683765501608947,4.6066191357532,0.00266969457094124,0.443695306269714,0.683765501608947,0.030339478007389,0.032398730289332
2000-06-01,101.329,0.464987398326362,0.718734836531094,4.61837264866585,0.0117535129126516,0.464987398326362,0.718734836531094,0.021292092056648,0.034969334922147
2000-07-01,104.829,0.477232104432271,0.756274776086057,4.65233045116495,0.0339578024991045,0.477232104432271,0.756274776086057,0.012244706105909,0.0375399395549629
2000-08-01,102.385,0.480429424587439,0.796385320273835,4.62874021750052,-0.0235902336644278,0.480429424587439,0.796385320273835,0.00319732015516799,0.040110544187778
2000-09-01,101.862,0.474579358791867,0.839066469094427,4.62361895605655,-0.00512126144397218,0.474579358791867,0.839066469094427,-0.00585006579557196,0.0426811488205919
2000-10-01,102.977,0.459681907045555,0.884318222547837,4.63450566232339,0.0108867062668363,0.459681907045555,0.884318222547837,-0.014897451746312,0.04525175345341
2000-11-01,102.051,0.435737069348505,0.932140580634064,4.62547268832592,-0.00903297399746616,0.435737069348505,0.932140580634064,-0.02394483769705,0.047822358086227
2000-12-01,106.186,0.402744845700714,0.982533543353104,4.66519227337593,0.0397195850500118,0.402744845700714,0.982533543353104,-0.032992223647791,0.05039296271904
2001-01-01,110.005,0.360705236102183,1.03549711070496,4.70052581930484,0.0353335459289106,0.360705236102183,1.03549711070496,-0.042039609598531,0.0529635673518559
2001-02-01,110.205,0.333931890140983,1.0787349410859,4.70234226774035,0.00181644843550632,0.333931890140983,1.0787349410859,-0.0267733459612,0.04323783038094
2001-03-01,110.155,0.322424807817118,1.11224703449593,4.70188846486453,-0.000453802875822085,0.322424807817118,1.11224703449593,-0.011507082323865,0.0335120934100301
2001-04-01,113.2,0.326183989130582,1.13603339093504,4.72915616576908,0.0272677009045541,0.326183989130582,1.13603339093504,0.00375918131346398,0.0237863564391099
2001-05-01,113.07,0.345209434081376,1.15009401040323,4.72800709594715,-0.00114906982192853,0.345209434081376,1.15009401040323,0.019025444950794,0.01406061946819
2001-06-01,111.98,0.379501142669503,1.1544288929005,4.71832028392075,-0.00968681202640642,0.379501142669503,1.1544288929005,0.034291708588127,0.00433488249726999
