"date","y","gdp","debt"
1999-02-01,0,0.0271235999254502,0.807072820861136
1999-03-01,0.0126842020327231,0.00439993786242362,0.741778579537138
1999-04-01,0.0399317535388262,-0.00939845581326469,0.685225393521344
1999-05-01,0.045290530068903,-0.0142715811016167,0.637413262813759
1999-06-01,0.000359153355455888,-0.0102194380026299,0.59834218741438
1999-07-01,0,0.00275797348369337,0.568012167323207
1999-08-01,4.23702780949498e-06,0.0246606533573541,0.546423202540242
1999-09-01,0,0.055488601618353,0.533575293065483
1999-10-01,0.000121806872705577,0.0952418182666881,0.529468438898931
1999-11-01,0.0193316208006173,0.143920303302362,0.534102640040586
1999-12-01,0.0116562366082089,0.201524056725372,0.547477896490447
2000-01-01,0.0112458020910404,0.26805307853572,0.569594208248515
2000-02-01,0.0114771303327288,0.325534714395327,0.594281124639399
2000-03-01,0.00979554416395345,0.373968964304198,0.621538645663101
2000-04-01,-0.00728333014068117,0.413355828262325,0.651366771319615
2000-05-01,0.00266969457094124,0.443695306269714,0.683765501608947
2000-06-01,0.0117535129126516,0.464987398326362,0.718734836531094
2000-07-01,0.0339578024991045,0.477232104432271,0.756274776086057
2000-08-01,-0.0235902336644278,0.480429424587439,0.796385320273835
2000-09-01,-0.00512126144397218,0.474579358791867,0.839066469094427
2000-10-01,0.0108867062668363,0.459681907045555,0.884318222547837
2000-11-01,-0.00903297399746616,0.435737069348505,0.932140580634064
2000-12-01,0.0397195850500118,0.402744845700714,0.982533543353104
2001-01-01,0.0353335459289106,0.360705236102183,1.03549711070496
2001-02-01,0.00181644843550632,0.333931890140983,1.0787349410859
2001-03-01,-0.000453802875822085,0.322424807817118,1.11224703449593
2001-04-01,0.0272677009045541,0.326183989130582,1.13603339093504
2001-05-01,-0.00114906982192853,0.345209434081376,1.15009401040323
2001-06-01,-0.00968681202640642,0.379501142669503,1.1544288929005
2001-07-01,-0.00564189021737072,0.429059114894962,1.14903803842686
2001-08-01,-0.00134801188689515,0.493883350757752,1.1339214469823
2001-09-01,-0.00985051569098161,0.573973850257874,1.10907911856682
2001-10-01,0,0.669330613395326,1.07451105318043
2001-11-01,0.0124550346539802,0.77995364017011,1.03021725082312
2001-12-01,0.00367071453839962,0.905842930582227,0.976197711494898
2002-01-01,0.0141972216035775,1.04699848463167,0.912452435195757
2002-02-01,0.00702373387930777,1.16525107230754,0.854503519083309
2002-03-01,0.0107902195523542,1.26060069360983,0.802350963157554
2002-04-01,0.000778647787750941,1.33304734853855,0.755994767418493
2002-05-01,0.0035395211123328,1.38259103709368,0.715434931866124
2002-06-01,0.0171309484469733,1.40923175927523,0.680671456500448
2002-07-01,0.0503198867294259,1.4129695150832,0.651704341321465
2002-08-01,0.00699674050608756,1.39380430451759,0.628533586329176
2002-09-01,0.00762393726172217,1.35173612757841,0.611159191523579
2002-10-01,0.000711847448699565,1.28676498426564,0.599581156904676
2002-11-01,0.00217129538836236,1.19889087457929,0.593799482472466
2002-12-01,0.000466925462648149,1.08811379851937,0.593814168226949
2003-01-01,0.00145319558558565,0.954433756085865,0.599625214168126
2003-02-01,0.00325450818542095,0.837256083329218,0.600579506255683
2003-03-01,0.0261742393001576,0.736580780249427,0.596677044489621
2003-04-01,-0.0261852643372293,0.652407846846492,0.58791782886994
2003-05-01,0.00145582769829478,0.584737283120413,0.574301859396638
2003-06-01,0.00183054547146888,0.53356908907119,0.555829136069718
2003-07-01,-0.000612427587803666,0.498903264698822,0.532499658889177
2003-08-01,0.00221239028294029,0.480739810003311,0.504313427855017
2003-09-01,0.0044491607099415,0.479078724984657,0.471270442967238
2003-10-01,0.00856093789415713,0.493920009642858,0.433370704225839
2003-11-01,0.0514916874047673,0.525263663977916,0.39061421163082
2003-12-01,0.00451564011830019,0.573109687989829,0.343000965182183
2004-01-01,-0.00837814521018831,0.637458081678599,0.290530964879926
2004-02-01,-0.00686288413617397,0.69255301045967,0.254902392694418
2004-03-01,-0.0117504722851596,0.738394474333042,0.236115248625656
2004-04-01,-0.000691542166529224,0.774982473298713,0.234169532673641
2004-05-01,-0.00738110987977336,0.802317007356687,0.249065244838377
2004-06-01,0.00180124319310959,0.820398076506959,0.280802385119857
2004-07-01,0.000370441774948382,0.829225680749533,0.329380953518086
2004-08-01,0.000226733377635568,0.828799820084408,0.394800950033063
2004-09-01,0.000120903451184873,0.819120494511582,0.477062374664787
2004-10-01,0.000279533256834164,0.800187704031058,0.57616522741326
2004-11-01,-7.55418237661232e-05,0.772001448642834,0.692109508278478
2004-12-01,-0.000105768141223983,0.734561728346911,0.824895217260445
2005-01-01,1.51104193903961e-05,0.687868543143287,0.97452235435916
2005-02-01,0.000838270493257021,0.64560657369393,1.10607375963681
2005-03-01,-0.000891157960073663,0.607775819998838,1.21954943309339
2005-04-01,0,0.574376282058008,1.31494937472891
2005-05-01,-0.000249364311214251,0.545407959871444,1.39227358454335
2005-06-01,0.000362691172446361,0.520870853439143,1.45152206253673
2005-07-01,1.51092778519768e-05,0.500764962761106,1.49269480870905
2005-08-01,-0.00469484430420763,0.485090287837334,1.51579182306029
2005-09-01,-0.020938756317376,0.473846828667827,1.52081310559047
2005-10-01,0.00402228265067528,0.467034585252584,1.50775865629958
2005-11-01,-0.00118180041329996,0.464653557591605,1.47662847518763
2005-12-01,-0.00299550897979906,0.466703745684891,1.42742256225461
2006-01-01,0.00995033085316788,0.473185149532439,1.36014091750052
2006-02-01,-0.00538711476751708,0.479505733630592,1.2918064669554
2006-03-01,-0.00689150584524167,0.485665497979347,1.22241921061924
2006-04-01,-0.00178870055856262,0.491664442578707,1.15197914849204
2006-05-01,-0.000155690487625648,0.497502567428668,1.0804862805738
2006-06-01,7.78482737535668e-05,0.503179872529232,1.00794060686453
2006-07-01,-0.000622955946014692,0.5086963578804,0.934342127364226
2006-08-01,-0.000389544627261706,0.51405202348217,0.859690842072882
