"date","epsilon","h_median","z"
1999-04-01,0.0382693995604724,0.000648120069891756,1.50322473463862
1999-05-01,0.0400587920407828,0.000467055605916113,1.85358947411173
1999-06-01,-0.00557457550910454,0.000492559674932574,-0.251178449634129
1999-07-01,-4.77930461034564e-05,0.000115784817399525,-0.0044415944702781
1999-08-01,3.4924755164709e-06,3.08192258418397e-05,0.000629104088391609
1999-09-01,-1.29959590779587e-06,9.39835638035705e-06,-0.000423918510504736
1999-10-01,0.000121062320412553,3.72647011401107e-06,0.0627133748581373
1999-11-01,0.0193149197500499,1.59454127747279e-06,15.2958996238551
1999-12-01,0.00912308179782718,0.954312514117313,0.00933891148938195
2000-01-01,0.00971810987813556,0.0147793831051127,0.0799380687296685
2000-02-01,0.0100032043607549,0.0007124639383979,0.374763855024724
2000-03-01,0.00829131457603965,0.000109291401339706,0.79310446617021
2000-04-01,-0.008567274729857,3.71520799834691e-05,-1.40556562474365
2000-05-01,0.00362305418567795,2.36472199761905e-05,0.745048909888368
2000-06-01,0.0114030427999855,7.85042368780559e-06,4.06981067189987
2000-07-01,0.0324173672516771,0.000111470719882858,3.07041683188422
2000-08-01,-0.0280393940157798,0.00025601640582978,-1.75240597517854
2000-09-01,-0.00203172451709411,0.000133986693820458,-0.17552298089867
2000-10-01,0.0115568384686877,1.90473533419784e-05,2.64802282327963
2000-11-01,-0.0104598590121282,4.99301450588812e-05,-1.48028185898723
2000-12-01,0.0409021451077234,4.59699719627263e-05,6.03266161779176
2001-01-01,0.0301296016208855,0.00260611484958462,0.590196478615038
2001-02-01,-0.00281293202310265,0.000328205348959777,-0.155269591289917
2001-03-01,-0.000692499160088793,4.36033165459464e-05,-0.104871985190218
2001-04-01,0.0273264037762373,7.10494104462472e-06,10.2518499700386
2001-05-01,-0.00472183796176173,0.0219819371479357,-0.031847701826956
2001-06-01,-0.00953703033807408,0.00100013278792887,-0.301567358236574
2001-07-01,-0.00437367846243754,0.000191394005538966,-0.316142356589133
2001-08-01,-0.000609678179334057,5.9579928338117e-05,-0.078986098674569
2001-09-01,-0.00967467292213859,2.49775106190784e-05,-1.93580548166853
2001-10-01,0.00128965666344513,7.1264627730408e-05,0.152769654344026
2001-11-01,0.0124542901016872,2.04220378031454e-05,2.75593797903602
2001-12-01,0.00203838110652426,8.22638384652723e-05,0.224740271019123
2002-01-01,0.0137156195356404,2.63052020707272e-05,2.67420445735157
2002-02-01,0.00516317684692978,0.000103538204883922,0.507418953225925
2002-03-01,0.0098693775126598,2.77214628271608e-05,1.87448379201936
2002-04-01,-0.000635597627363605,4.19336897183992e-05,-0.0981523560031585
2002-05-01,0.0034367749914452,1.55571341064784e-05,0.871337292188822
2002-06-01,0.0166665325002307,2.0691099157254e-05,3.66398319045714
