"variant","parameter","mean","sd","ci_2.5","ci_50","ci_97.5","n_eff","rhat"
"studentt_downweight2016","beta0",1.3176853256987e-06,2.15981216738827e-05,-4.03278881970286e-05,7.78365327388307e-07,4.76622004346067e-05,3493.4521481007,0.999151963080313
"studentt_downweight2016","betaExR",0.130853213198314,0.0688946795319072,-0.00926173367435217,0.135332535265399,0.25403574956776,2328.9394731415,1.00066629040791
"studentt_downweight2016","omega",-2.91464458958203,0.237551309370525,-3.3832811006367,-2.90760789223519,-2.46190944788044,1153.94785997534,1.00255692758805
"studentt_downweight2016","alpha",0.958455710706361,0.113548596280717,0.774798204415022,0.945414466022771,1.22630382976002,1316.65221392704,1.00353563746391
"studentt_downweight2016","gamma",0.0269152419058818,0.090038241721816,-0.155337674169744,0.0268154541274767,0.204077730754125,1414.56843465622,1.00250816051505
"studentt_downweight2016","phi",0.777023740868046,0.0199315632796812,0.736307125473416,0.777523805879402,0.814187985950147,1125.30400795258,1.00240639070133
"studentt_downweight2016","betaGDP",-0.105138498649067,0.0887913722022253,-0.276873709126752,-0.104405649600575,0.0674631916396688,2208.82796655695,1.00025372692923
"studentt_downweight2016","betaDebt",-0.483342059425727,0.093993208781572,-0.666942939564668,-0.484404770904414,-0.298657703888632,1525.67075005773,1.00168607714061
"studentt_downweight2016","nu",4.04422476892086,0.0443883104746022,4.001040958246,4.03054922838827,4.16583124912924,3669.17769620195,0.999611469199545
