"date","epsilon","h_median","z","weight"
2003-01-01,0.00139077920314833,3.04800633546575e-06,0.796618256626781,1
2003-02-01,0.00306303518831576,3.36562439539904e-06,1.66962585951465,1
2003-03-01,0.0257470587613894,1.09277284068715e-05,7.78865877924112,1
2003-04-01,-0.0296115653380022,0.0130234574820644,-0.259476611335364,1
2003-05-01,0.00488093598994275,0.00168993790083398,0.118731987902238,1
2003-06-01,0.0016387280539582,0.00023786825129448,0.106252375568285,1
2003-07-01,-0.00085327802997669,4.10299155829561e-05,-0.133211050127652,1
2003-08-01,0.00229121071532999,1.04708030560305e-05,0.708068111805642,1
2003-09-01,0.00415834464724434,9.24013178785115e-06,1.36798519885694,1
2003-10-01,0.0079774332338999,1.70956532922015e-05,1.92939135090702,1
2003-11-01,0.0503701434879999,4.73446530918971e-05,7.32044898871394,1
2003-12-01,-0.00222353031694245,0.0193585451695418,-0.0159811010343768,1
2004-01-01,-0.0089703489146408,0.0018768604827551,-0.207058632156986,1
2004-02-01,-0.00576789460010447,0.000333651323486693,-0.31577001644908,1
2004-03-01,-0.0108537595294592,7.16675856551043e-05,-1.28209087220824,1
2004-04-01,0.000844727203255943,4.7769182804754e-05,0.122220083010867,1
2004-05-01,-0.00729193705054659,8.96010053628194e-06,-2.43605152319383,1
2004-06-01,0.00276576745252205,2.36815457657576e-05,0.568343160753615,1
2004-07-01,0.000133425630052703,7.53950181160862e-06,0.0485923538725894,1
2004-08-01,0.000176942195754987,1.60870805800617e-06,0.139505970185014,1
2004-09-01,8.99169748562536e-05,5.24675770037418e-07,0.124135552889257,1
2004-10-01,0.000262394966434159,1.47137661692489e-07,0.684059021232042,1
2004-11-01,-0.000113437333944362,1.19174760770271e-07,-0.328597206136748,1
2004-12-01,-9.72009361790237e-05,6.00749908798809e-08,-0.396573409413377,1
2005-01-01,2.76328351978686e-05,2.7648570343619e-08,0.166183961341598,1
2005-02-01,0.000834975561001315,1.27522745160292e-08,7.39400836706243,1
2005-03-01,-0.00100216603297138,8.70366184666259e-06,-0.339694624225092,1
2005-04-01,0.000115293197217195,2.24132467198395e-06,0.0770107400709251,1
2005-05-01,-0.00025068199653995,1.16104758188797e-06,-0.232647363816686,1
2005-06-01,0.000394003608500031,5.83657044122921e-07,0.515728739608168,1
2005-07-01,-3.36677127869919e-05,4.42683443522462e-07,-0.0506019174566452,1
2005-08-01,-0.00469813908708937,2.24537989600114e-07,-9.9147314372822,1
2005-09-01,-0.0203257385400303,0.00130146432510406,-0.563417329389617,1
2005-10-01,0.00676086850985472,0.000249842848090559,0.427729327135624,1
2005-11-01,-0.00170944670785835,7.63433781365622e-05,-0.195645507351969,1
2005-12-01,-0.00284218428368536,3.52352725118505e-05,-0.478810225070942,1
2006-01-01,0.0103409851430133,2.62252059798831e-05,2.01930750878089,1
2006-02-01,-0.00669046521736611,9.10825222775093e-05,-0.701033533828705,1
2006-03-01,-0.00618790225336967,4.8303507277552e-05,-0.890336364687956,1
2006-04-01,-0.000888242560263485,3.40083503342736e-05,-0.152313639529108,1
2006-05-01,7.70490425861906e-05,1.61529913694716e-05,0.0191708233775824,1
2006-06-01,9.69031889980964e-05,9.97327264018337e-06,0.0306845122128072,1
2006-07-01,-0.000634460328102987,7.64381147486516e-06,-0.229482455298771,1
2006-08-01,-0.000309346525370387,8.21581009238577e-06,-0.107924500248091,1
2006-09-01,-0.000262089514285908,8.0332781295936e-06,-0.0924705081623896,1
2006-10-01,-3.84762873098512e-05,6.83971834809544e-06,-0.0147120790537482,1
2006-11-01,8.6833946881133e-05,4.8574009899726e-06,0.039399214467751,1
2006-12-01,-1.15178812382314e-05,3.409233330231e-06,-0.00623798366761333,1
2007-01-01,-0.000101096612722575,2.77388550791831e-06,-0.0607005098391685,1
2007-02-01,-5.45262372720103e-05,2.08959438763214e-06,-0.037720247397811,1
2007-03-01,-0.000908331972266848,1.66229024480101e-06,-0.704516506729794,1
2007-04-01,-0.00120815358570654,2.35235213156563e-06,-0.787718382669724,1
2007-05-01,-0.00312895495393244,3.13104294347379e-06,-1.76829532510908,1
2007-06-01,-0.00310806082678714,9.1565210791739e-06,-1.0271272701903,1
2007-07-01,0.00106654486561987,1.00147439537069e-05,0.337022739340161,1
2007-08-01,-0.00410313504973539,6.45200792763962e-06,-1.61535643208933,1
2007-09-01,-0.00575233064433592,1.20993248537792e-05,-1.65372492730487,1
2007-10-01,-0.0120247285897706,1.97801367518081e-05,-2.70371330238323,1
2007-11-01,-0.0323291911857686,7.1440535506672e-05,-3.8249211693851,1
2007-12-01,-0.0115872473857793,0.000610181780815821,-0.469084044616592,1
2008-01-01,0.000152006561991927,0.000132533333208039,0.0132038255015592,1
2008-02-01,0.00220078319469371,2.80042591469146e-05,0.415877301352637,1
2008-03-01,-0.00271244078632835,1.0562289145976e-05,-0.834605495476436,1
2008-04-01,-0.000104012369587009,7.23581213790326e-06,-0.0386670775193005,1
2008-05-01,-0.000285236539214364,2.38414405723316e-06,-0.184730630224281,1
2008-06-01,-0.000126654672884833,1.15301347377243e-06,-0.117951651598807,1
2008-07-01,-0.0003186926958185,6.58894251169133e-07,-0.3926126158697,1
2008-08-01,-0.000211647835617599,6.38846527886387e-07,-0.264798525351287,1
2008-09-01,-5.29172124716298e-05,5.21606955399659e-07,-0.0732698448263294,1
2008-10-01,-7.51471949057137e-05,4.42511019265746e-07,-0.112966774575625,1
2008-11-01,0.000179677708852572,4.07156212408534e-07,0.281587692043273,1
2008-12-01,0.0715818422411877,4.53790189139807e-07,106.26134780057,1
2009-01-01,0.132643330095159,148.413159102577,0.0108880275683305,1
2009-02-01,-0.00929848532930847,1.19534607372657,-0.00850482497553262,1
2009-03-01,0.00271767074927513,0.0233312492600296,0.017792125909086,1
2009-04-01,-0.00383870420992603,0.00126085265868458,-0.10810666743497,1
2009-05-01,0.00456807323091092,0.000117677444131643,0.421101165899464,1
2009-06-01,0.00188975923053789,2.57978718519702e-05,0.372061330494624,1
2009-07-01,0.00230855597096545,1.08207919317665e-05,0.701795994835508,1
2009-08-01,0.0214229925699674,6.39069677782071e-06,8.47434286520481,1
2009-09-01,4.34584007043752e-05,0.0086748059308744,0.000466599056325268,1
2009-10-01,-0.0198726649782337,0.000589237750610456,-0.818673682589066,1
2009-11-01,0.0124758390537446,0.000176939368566582,0.937902140244184,1
2009-12-01,-0.0090197043836812,8.92353046482791e-05,-0.954825367440573,1
2010-01-01,0.00160986253626745,4.52929224639711e-05,0.239206855430151,1
2010-02-01,0.00285336687114757,1.53763317233343e-05,0.727664595276874,1
2010-03-01,-0.00298472225541191,9.5957053544819e-06,-0.96353051177691,1
2010-04-01,0.000739217854392129,8.35353066587315e-06,0.255762820303645,1
2010-05-01,0.00274442853382202,4.91169482410323e-06,1.23832955549474,1
2010-06-01,-0.00116613175222246,7.22786113605911e-06,-0.433753228851727,1
2010-07-01,-0.000496229867935592,4.23398813350385e-06,-0.241161558898278,1
2010-08-01,0.00120905582159195,2.33683100073083e-06,0.79092025882174,1
2010-09-01,0.00489538120959245,2.60572599518522e-06,3.03264897153183,1
2010-10-01,0.000794156193040091,2.12407057246533e-05,0.172314353881793,1
2010-11-01,-0.00702499884249055,7.37999983707913e-06,-2.58593783804445,1
2010-12-01,0.00262212862000039,2.75884908656771e-05,0.499217749948174,1
2011-01-01,0.00685781652966908,1.24009180218301e-05,1.94741694134354,1
2011-02-01,0.00164163510691414,2.76466927740179e-05,0.3122159154942,1
2011-03-01,0.00340683772799162,9.16560283571271e-06,1.12530676788658,1
2011-04-01,0.00903631805726539,9.24652650033386e-06,2.97168108070486,1
2011-05-01,0.00412814677079856,6.28792976904941e-05,0.520596553328741,1
2011-06-01,-0.00264467331216464,2.52131164640467e-05,-0.526694481187259,1
2011-07-01,-0.0169825326934555,1.16280646976302e-05,-4.98022242598332,1
2011-08-01,0.00790107995324316,0.000421865625865013,0.384679804431029,1
2011-09-01,0.0157546880318496,9.54761561989097e-05,1.61236122230301,1
2011-10-01,-0.0151250405337842,9.43893861898516e-05,-1.55680768311183,1
2011-11-01,0.017939968987234,7.43977948397665e-05,2.07989617553812,1
2011-12-01,0.0134157106914878,0.000118771771748297,1.23099720449218,1
2012-01-01,-0.000898048848183108,7.41046385255968e-05,-0.104322326468381,1
2012-02-01,-0.00343854499879594,1.70107987787167e-05,-0.833704908570564,1
2012-03-01,-0.00134620110854079,1.0455987775689e-05,-0.416320129937806,1
2012-04-01,-0.00142024228667116,5.19902277020984e-06,-0.622875974360999,1
2012-05-01,-0.000103104962136803,3.96578538258196e-06,-0.051774386717754,1
2012-06-01,0.00105705141781592,1.95224330302595e-06,0.756535204488551,1
2012-07-01,-0.000197884487867954,1.91788545043374e-06,-0.142889533714943,1
2012-08-01,-0.000310658034330673,1.00404587977369e-06,-0.310031492347306,1
2012-09-01,-0.000213946116694651,7.27659020814239e-07,-0.250807459571926,1
2012-10-01,-9.5176894215781e-05,5.7188811842381e-07,-0.125856599103643,1
2012-11-01,-4.82501790444315e-05,4.17867327037896e-07,-0.0746413905665652,1
2012-12-01,7.05669546370336e-05,2.9820339498699e-07,0.129224566463917,1
2013-01-01,-0.000136773095469695,2.30523646111573e-07,-0.284867520863759,1
2013-02-01,1.5318664985691e-05,2.28162624597295e-07,0.0320699783250406,1
2013-03-01,6.22530848555662e-05,1.90836005053709e-07,0.142505202248432,1
2013-04-01,-9.63612486940876e-06,1.77233367828583e-07,-0.0228891504669991,1
2013-05-01,-6.48884555069636e-05,1.40626068771541e-07,-0.173035223806049,1
2013-06-01,7.05715243992763e-05,1.28778929739223e-07,0.196655950910961,1
2013-07-01,5.39306043256438e-05,1.10376181248744e-07,0.162329557439129,1
2013-08-01,-7.3202325288431e-05,1.02123754712944e-07,-0.22906645237742,1
2013-09-01,7.05669546370336e-05,1.06297530406705e-07,0.21644112778912,1
2013-10-01,0.000625809554601535,1.13405534625877e-07,1.85833952643474,1
2013-11-01,-0.00103778693677494,5.88853354535275e-07,-1.35239832110071,1
2013-12-01,0.000123427196724942,1.02241701998585e-06,0.122066594973575,1
2014-01-01,0.000136016306070228,5.35219273397521e-07,0.185919569052613,1
2014-02-01,8.17927473196057e-05,3.39704745301201e-07,0.140334350543005,1
2014-03-01,-5.71371086266815e-05,2.49667534872717e-07,-0.114350277508291,1
2014-04-01,-5.29611583443757e-05,1.96645601990535e-07,-0.119430529108982,1
2014-05-01,-2.2440332179835e-05,1.69315176456942e-07,-0.0545357559651332,1
2014-06-01,2.42598015894693e-06,1.43645854293996e-07,0.00640089490089388,1
2014-07-01,-1.3176853256987e-06,1.3419063377324e-07,-0.00359708422998395,1
2014-08-01,-1.3176853256987e-06,1.33679270107825e-07,-0.00360395763095651,1
2014-09-01,8.32373786665989e-05,1.38955449719248e-07,0.223295824850005,1
2014-10-01,7.34372705625098e-05,1.7521286872246e-07,0.175441982790455,1
2014-11-01,0.0168924488436894,2.15803228948261e-07,36.3633296586028,1
2014-12-01,0.0565514795553242,148.413041290915,0.00464202996392056,1
2015-01-01,-0.00769088978983739,1.65863661452455,-0.0059717410021396,1
2015-02-01,-1.3176853256987e-06,0.0387770019990012,-6.69151714357748e-06,1
2015-03-01,0.149657068252366,0.00193503337956518,3.40214643622558,1
2015-04-01,-0.0199535658234763,0.00417403505716083,-0.308846349091538,1
2015-05-01,4.69628918745514e-05,0.000350237674398393,0.00250942027018992,1
2015-06-01,-0.000428312387889609,3.29212297580997e-05,-0.0746487621697669,1
2015-07-01,0.000336362441815794,6.08271497212401e-06,0.136382536485483,1
2015-08-01,0.000106995233144145,1.65799026526007e-06,0.0830947223946048,1
2015-09-01,-3.30064642264055e-05,5.11325408881338e-07,-0.0461583543083681,1
2015-10-01,-4.48363598874528e-05,1.48303107340148e-07,-0.116427405889798,1
2015-11-01,1.88080853558908e-05,5.5322002045001e-08,0.0799642084985345,1
2015-12-01,-2.80521140551095e-05,2.33076511578049e-08,-0.18374534321673,1
2016-01-01,7.04674887658914e-05,2.14365344222559e-08,0.481295174119481,1
2016-02-01,-1.02850909544337e-05,3.17580725874626e-08,-0.0577139857845993,1
2016-03-01,-1.3176853256987e-06,3.50669544876999e-08,-0.00703659709403734,1
2016-04-01,-1.3176853256987e-06,2.75427626280882e-08,-0.007939770693402,1
2016-05-01,-1.3176853256987e-06,4.39177685339985e-08,-0.00628769658851837,1
2016-06-01,0.162503347751327,8.07307888643517e-08,571.929784855945,0
2016-07-01,0.218550164842775,148.413159102577,0.0179396899803721,0
2016-08-01,0.0187961294753639,1.40828558467021,0.015838828670378,1
2016-09-01,-0.0212039351547446,0.0268004566427374,-0.12952254534444,1
2016-10-01,0.00184840860889519,0.00097583976985181,0.0591709750367765,1
2016-11-01,-9.10411412080465e-05,5.58979027767661e-05,-0.0121769896250647,1
2016-12-01,0.000142606498059539,1.16304791201198e-05,0.0418158098494023,1
2017-01-01,-7.61949139045832e-05,8.69838595179287e-06,-0.0258348917317735,1
2017-02-01,0.000366977701666167,9.18435931237147e-06,0.121091941786565,1
2017-03-01,0.00351416874152252,1.01351663573779e-05,1.10384265101043,1
2017-04-01,-0.00160847658038752,2.4592687836428e-05,-0.324348387608271,1
2017-05-01,-0.00153511281929361,2.08429338076057e-05,-0.336248901126371,1
2017-06-01,0.000797747228802611,1.3373871015768e-05,0.218140718400198,1
2017-07-01,0.000403354053307335,8.03267254508684e-06,0.142316873371892,1
2017-08-01,-0.000700335474216951,4.24501150442786e-06,-0.339912150786828,1
2017-09-01,0.000799607389418635,2.72947092551857e-06,0.483991308474519,1
2017-10-01,-0.000955500230355535,1.8995912836184e-06,-0.693267293818523,1
2017-11-01,0.00102939693289425,1.45635519460211e-06,0.853000361701541,1
2017-12-01,0.00121578660104377,1.26914713627815e-06,1.07919858122734,1
2018-01-01,-0.00192968755076389,1.01843725148845e-06,-1.91214075011475,1
2018-02-01,0.000613054407020437,1.88688673959346e-06,0.446299194032747,1
2018-03-01,-0.00054918104490732,9.23401223132242e-07,-0.571505371104064,1
2018-04-01,-0.000370852359270984,6.61949325205482e-07,-0.455815064505218,1
2018-05-01,0.000762711800874597,5.06112648351325e-07,1.07210388671547,1
2018-06-01,5.2829551480918e-05,8.76587821185618e-07,0.0564259925666784,1
2018-07-01,-0.00020611958746585,5.57895325806126e-07,-0.27595794563237,1
2018-08-01,0.000816787352113104,4.6126802506638e-07,1.20263081855066,1
2018-09-01,0.000598211396885957,9.44220285320502e-07,0.615627511469827,1
2018-10-01,0.000665479724571021,1.01115591553916e-06,0.661798479043395,1
2018-11-01,0.000574203240955802,1.71210748098236e-06,0.43883385701642,1
2018-12-01,0.000592051208834978,2.49837935048266e-06,0.374567490481886,1
2019-01-01,-0.000336858036207513,3.03456816074214e-06,-0.193374170649752,1
2019-02-01,-0.000220944287541126,1.92044495515005e-06,-0.159434331678124,1
2019-03-01,0.000538824233348531,9.47231321380111e-07,0.55362933591522,1
2019-04-01,5.83664680422019e-05,6.45015486369213e-07,0.0726738791731258,1
2019-05-01,-5.85342728140794e-05,3.1683259253529e-07,-0.103990891615586,1
2019-06-01,-5.57101225537473e-06,1.69354296767331e-07,-0.0135374231413955,1
2019-07-01,-3.29765893964006e-05,1.15034080037967e-07,-0.0972282513191288,1
2019-08-01,-1.15303922985542e-05,6.7323535250443e-08,-0.0444386264497022,1
2019-09-01,-4.32471968750594e-05,4.22429185464989e-08,-0.210417087714104,1
2019-10-01,0.000149685502859085,1.57661421681535e-08,1.19211189509734,1
2019-11-01,-5.73466378452443e-05,1.72532248821284e-08,-0.43658903021076,1
2019-12-01,-3.8776757503094e-06,8.83633851789397e-09,-0.0412510795022269,1
2020-01-01,2.9267644652602e-05,8.19968858027786e-09,0.323213203916526,1
2020-02-01,-1.85203966607514e-05,7.9847956289132e-08,-0.0655418025843279,1
2020-03-01,0.0621119930369079,7.02824762890372e-07,74.0886937150161,1
2020-04-01,0.0919364187139536,148.413159102577,0.00754660080362107,1
2020-05-01,-0.0130951751480602,1.83510561324387,-0.00966675651258381,1
2020-06-01,-1.3176853256987e-06,0.047082457895562,-6.07270446388776e-06,1
2020-07-01,0.0438710257226496,0.0022615776117552,0.922512034471888,1
2020-08-01,0.00430691859504628,0.000623268178051113,0.17251592309288,1
2020-09-01,-0.00131627122752923,4.31307483661788e-05,-0.200424999540775,1
2020-10-01,-1.3176853256987e-06,4.90853566052953e-06,-0.00059475175773674,1
2020-11-01,-1.3176853256987e-06,7.07705253732065e-07,-0.00156633805565347,1
2020-12-01,-1.3176853256987e-06,1.61938150985057e-07,-0.00327444063672599,1
