"parameter","mean","sd","ci_2.5","ci_50","ci_97.5","n_eff","rhat"
"phi_raw",1.28006065100384,0.230170071865889,0.828279958723407,1.27801093769906,1.74230722322019,3256.31851387565,1.00044475007192
