"beta0","betaExR","omega","alpha","gamma","phi","betaGDP","betaDebt"
0.00205992296761489,0.484066789892317,-2.04531246256353,0.21881125790641,0.374920756542853,0.745337318089149,-0.172018739261098,0.242293020131521
0.00149590153016266,0.283876454159407,-1.46666895590881,0.585798890132815,0.215874150564098,0.800903296580089,-0.232143681430891,0.214766551417197
0.00139132390605386,0.338616452949303,-1.977831527038,0.356235245576364,0.312317688402625,0.75425277647536,-0.135174171741215,0.307191092553056
0.000985458618615531,0.317261567073275,-2.33556178722953,0.463313801351311,0.340967278605007,0.705062051112486,-0.0824103809686131,0.433644040919881
0.00096757964889496,0.395031461351556,-1.60378999488675,0.444300689201553,0.26356606066744,0.790505778578234,-0.183729684059419,0.217040579105063
0.00055682465023124,0.360464079008254,-1.92248607107719,0.560236972278361,0.264201899075157,0.753661520947252,-0.151568113840298,0.320545570580037
0.00185482937678409,0.282449569445048,-1.3541980876952,0.514020593716124,0.207449029152839,0.82294532103488,-0.189197020338983,0.221801588786173
0.000889976196762977,0.568225014657874,-1.37530531637198,0.487915098295278,0.258696888839875,0.821084440442211,-0.165850665667101,0.236361475198442
0.000923570445323879,0.516823291990722,-1.81653388315707,0.58815954057925,0.172359212072183,0.765038300835021,-0.188273148791336,0.345979101104337
0.000611319378567907,0.310403703723144,-1.24847491645628,0.453973064381038,0.16209452484103,0.83354031710998,-0.108191312647905,0.254254445542383
0.00109731220230673,0.252113744160614,-1.77831740960655,0.284500235720499,0.276739869623736,0.778060436337011,-0.153851018637378,0.182651776035911
-2.3535715669567e-05,0.183000245115854,-1.91866848967744,0.45574666240187,0.172469604361145,0.758373468321828,-0.154232100232178,0.390828088003656
0.00117007947514473,0.191114607979338,-1.73781674535176,0.443025436277442,0.242753059609107,0.778229984441623,-0.130736186187146,0.262357061560105
0.000308184871977089,0.391590818500783,-1.36261868256062,0.591827781492996,0.189395575773319,0.813157582863215,-0.0426412692308769,0.351488194691728
0.00031789872684867,0.406009446828911,-1.57441173968034,0.408149855736213,0.163600491508609,0.800262833666838,-0.0799162748326961,0.237693380445838
0.00106531557112792,0.338002122416221,-2.36792688921462,0.561150170806818,0.290898038322707,0.694583692361455,-0.0734496581041986,0.519716494720708
0.000616695738472506,0.362454437326002,-1.73121509036527,0.452644855048463,0.254414214640555,0.779361200828586,-0.156430646206402,0.306249313306217
0.000126321332839291,0.448241388550754,-1.74160277945678,0.362026222359094,0.27052382707025,0.778460365008264,-0.10362143330682,0.191673969487519
-0.000413577766427673,0.456378596877837,-1.41219017889153,0.559201509243092,0.173648230880043,0.810707155902873,-0.110908024122996,0.334264060215712
0.0016134365416554,0.429385036533245,-1.23681237394903,0.439140842276495,0.220034352025531,0.837805985523758,-0.169331934779191,0.162167405371553
0.0017135749607777,0.391541787461507,-1.55292825768899,0.469684161026505,0.275655433773663,0.79448099874305,-0.197054141217173,0.174823445545603
0.000727687657919354,0.226456608700775,-1.6938908259508,0.600140443220087,0.247800262711207,0.772412187320304,-0.0781436495536424,0.34312828523981
0.000549568078148492,0.365937161428644,-2.11797162845256,0.533522392400701,0.18935029079751,0.72984442297377,-0.0708265537021286,0.365883207018667
0.000693079185670179,0.311216847669868,-2.3025805489665,0.569955194836287,0.15650383952212,0.706557488214468,-0.202686334176434,0.357464444836348
0.00024244225867247,0.268251128749153,-1.83122259842169,0.455249760851166,0.25961028459784,0.768955879533503,-0.174061447972346,0.321021188001407
