"date","h_median","h_lo","h_hi","vol_median","vol_lo","vol_hi"
2008-06-01,0.000114874374650077,9.01823802392843e-05,0.000146546859885693,0.0107179463821236,0.00949644039834318,0.0121056540461758
2008-07-01,0.000106181452058168,8.44407916852983e-05,0.000135926742948419,0.0103044384639905,0.00918916708332688,0.011658762496441
2008-08-01,9.98101980735905e-05,7.88310691095022e-05,0.000129397922661266,0.00999050539630456,0.00887868622654851,0.0113753207717965
2008-09-01,9.42965786662218e-05,7.32928979904853e-05,0.000125257029674111,0.00971064254651678,0.00856112714486155,0.0111918287010708
2008-10-01,8.94339932590533e-05,6.80502763618707e-05,0.00012172445680329,0.00945695475610692,0.00824925914018166,0.0110328807119125
2008-11-01,8.54535372408195e-05,6.37259863430044e-05,0.000118731606933654,0.0092441082447589,0.00798285577616208,0.0108964033944075
2008-12-01,8.14962533194982e-05,5.91387849572525e-05,0.000116017955131575,0.0090275275308081,0.00769017457261228,0.0107711631280737
2009-01-01,0.0138914073041899,0.00413188895798075,0.0697141510507679,0.11786181444467,0.0642797709857522,0.264034374752167
2009-02-01,0.00814481048675061,0.00419956781915748,0.0204288724675814,0.0902486037939126,0.0648040725507084,0.142929606686583
2009-03-01,0.00313192300735789,0.00160344485144089,0.00676724240246084,0.0559635864411663,0.0400430374901916,0.082263250619343
2009-04-01,0.00133972470866698,0.000710468611700849,0.00278084666401132,0.0366022500492385,0.0266546170803643,0.0527337336437628
2009-05-01,0.000711326159291043,0.000391184298706155,0.0014135146528979,0.0266706985152441,0.0197783795773606,0.0375967372639954
2009-06-01,0.000466667601829199,0.000288597031938063,0.000855557885668942,0.0216024906394888,0.0169881438638264,0.0292499211224397
2009-07-01,0.000303332921888271,0.000200738290346764,0.000524432387609607,0.017416455491525,0.0141682140845896,0.02290048880722
2009-08-01,0.000222343048841944,0.000157161219287416,0.000358123310988093,0.0149111719472999,0.0125363957853689,0.0189241462419865
2009-09-01,0.000416324933445956,0.000321552631741229,0.000554192529155879,0.0204040420859681,0.0179318886830481,0.0235412941266167
2009-10-01,0.000290966745889345,0.000233802149584409,0.000374161473386922,0.0170577473861394,0.0152905902300862,0.0193432539503291
2009-11-01,0.000275217997218291,0.000184313930865085,0.000417260337880724,0.0165896955131278,0.0135762266799389,0.0204269512625043
2009-12-01,0.000380053611192791,0.000292957797814792,0.00050156131795881,0.0194949637392017,0.0171160099852387,0.0223955646939034
2010-01-01,0.000291348665307236,0.000218308891491616,0.000405399475284401,0.0170689386110337,0.0147752797432609,0.0201345343945273
2010-02-01,0.000230922119054807,0.000178961372650265,0.000307847278067536,0.0151961218425889,0.0133776445105357,0.0175455771654151
2010-03-01,0.000191749559854941,0.00015249988558654,0.000245101901862491,0.0138473665314002,0.012349084402762,0.0156557306396888
2010-04-01,0.000166806134597656,0.00013344739569845,0.000212971143315282,0.0129153449275525,0.0115519433732359,0.0145935308721118
2010-05-01,0.000144580160552966,0.000114553626720112,0.000182507962614171,0.0120241490573331,0.0107029727982515,0.0135095507924642
2010-06-01,0.000139942129781772,0.000110191408399906,0.000178010867114641,0.0118297138503758,0.0104972095530148,0.0133420713202501
2010-07-01,0.000131950091705511,0.000104685422643541,0.000167298601952294,0.0114869531080052,0.0102315894485432,0.0129343960799217
2010-08-01,0.00012419292619141,9.71351301258624e-05,0.000161218498389939,0.0111441880005414,0.0098557156069898,0.01269718466393
2010-09-01,0.00012025519689935,9.08912641714947e-05,0.00016169616584545,0.0109660930553844,0.00953369100461593,0.0127159807268433
2010-10-01,0.00014430644409798,0.000108645766969065,0.000194852278727898,0.0120127617181887,0.0104233280179156,0.0139589497716661
2010-11-01,0.000137512836190993,0.000102293571289864,0.000189197497012655,0.0117265867238081,0.0101140284402341,0.0137549081062963
2010-12-01,0.000154386443482919,0.000120754481858982,0.0002008216653803,0.0124252341419757,0.0109888344176706,0.0141711561059887
2011-01-01,0.000172927271837378,0.000131420211384026,0.000228973051748015,0.0131501814374319,0.0114638654643199,0.015131855528917
2011-02-01,0.000209151713698968,0.000160074509103921,0.0002781159660058,0.0144620784709173,0.0126520555288033,0.0166768092273612
2011-03-01,0.000185977461116538,0.000140139381552735,0.000251271237377951,0.0136373553563929,0.0118380480465631,0.015851537382158
2011-04-01,0.000182155751817728,0.000135139613805395,0.000250360736922496,0.0134965088751769,0.0116249565076776,0.0158227916918127
2011-05-01,0.000233679549908894,0.000175663284730657,0.000314424120234402,0.0152865807134524,0.0132538026517169,0.0177320083530998
2011-06-01,0.000207525118335705,0.000153126288140942,0.000282999121901814,0.0144057321346645,0.0123744207194091,0.0168225777424809
2011-07-01,0.00019363336222141,0.000149974750240182,0.000254541245969784,0.0139152205236356,0.0122464178534044,0.015954348810584
2011-08-01,0.000226592619657627,0.000165582798525926,0.000321279384145072,0.0150529937108081,0.0128678979839726,0.0179242680225741
2011-09-01,0.000311915709153001,0.000246587193341027,0.000399149819134699,0.0176611355567246,0.0157030950242628,0.019978734172482
2011-10-01,0.000408626684472157,0.000330953993761398,0.000511269653053764,0.0202145166766895,0.018192140988938,0.0226112726986732
2011-11-01,0.000375883831040991,0.000281197047169281,0.000516289431731823,0.0193877237199469,0.0167689310085432,0.0227220032508541
2011-12-01,0.000562757224195633,0.000444741700310996,0.000718474761571142,0.0237225045936476,0.0210888999312671,0.0268043795222188
2012-01-01,0.000493602143003492,0.00039996199066983,0.000619792740528797,0.0222171587518182,0.0199990497441711,0.0248956369777677
2012-02-01,0.000359931766962347,0.000290647236029018,0.000453194309046963,0.0189718677773789,0.0170483792786592,0.0212883608821103
2012-03-01,0.000277875175245452,0.000222335596184283,0.000354349677034931,0.0166695883346126,0.0149109220433977,0.0188241779909491
2012-04-01,0.000215912944811113,0.000172773240846741,0.000273492740511316,0.0146939764805553,0.0131443235218379,0.0165376159258618
2012-05-01,0.000175822544277484,0.000140849876815341,0.000221388576364508,0.0132598093605257,0.0118680190771392,0.0148791322450104
2012-06-01,0.000144680480755831,0.000115737674553133,0.000181690769411205,0.0120283199473505,0.0107581445683321,0.0134792718427668
2012-07-01,0.000122445547955688,9.73218999682262e-05,0.000154921323686834,0.0110655116445507,0.00986518626120289,0.0124467394801544
2012-08-01,0.000106625762871962,8.43563418287293e-05,0.000136192946217619,0.0103259751535611,0.00918457085708033,0.0116701733585075
2012-09-01,9.39264686150094e-05,7.33088081886395e-05,0.000122693390265812,0.0096915668813154,0.00856205630608906,0.0110767048469214
2012-10-01,8.34216112358133e-05,6.39485484679485e-05,0.00011213875604511,0.00913354319176371,0.00799678363268311,0.0105895588220242
2012-11-01,7.46588918275434e-05,5.59012014919575e-05,0.000103306519350266,0.0086405377047695,0.0074767106064069,0.0101639814713657
2012-12-01,6.72990075119362e-05,4.8818548533198e-05,9.59960475083893e-05,0.00820359722999223,0.00698702715990127,0.00979775726931369
2013-01-01,6.08375929945157e-05,4.28054865911097e-05,8.94597024118372e-05,0.00779984570325052,0.00654259020504186,0.00945831393070864
2013-02-01,5.81632621533915e-05,3.9748972597334e-05,8.73596840129535e-05,0.00762648425904043,0.00630467862760141,0.00934664025267655
2013-03-01,5.73541764596991e-05,3.79396153625359e-05,8.8039691785353e-05,0.00757325402054487,0.00615951421481726,0.009382946860414
2013-04-01,5.8136150944162e-05,3.76582825064729e-05,9.0736134504397e-05,0.00762470661364501,0.00613663446088105,0.00952555166404534
2013-05-01,6.03822935393831e-05,3.81694048513931e-05,9.51195205408273e-05,0.00777060445135274,0.00617813927096121,0.00975292369194117
2013-06-01,6.37783663273158e-05,3.97274801363799e-05,0.000101034774406515,0.00798613588209691,0.0063029739120815,0.010051605563616
2013-07-01,6.80303093394643e-05,4.1582961969721e-05,0.000108381493982087,0.00824804882014312,0.00644848524614277,0.0104106433029898
2013-08-01,7.33718308772762e-05,4.42349556854814e-05,0.000117325319259064,0.00856573586315129,0.00665093645176988,0.010831681275733
2013-09-01,8.00726423409966e-05,4.80909409285722e-05,0.000127559537403614,0.00894833181889209,0.00693476322080085,0.0112942258434837
2013-10-01,8.74046344013527e-05,5.20487098785752e-05,0.000138752068660393,0.00934904457157804,0.00721447918276678,0.0117793067988058
2013-11-01,9.52855656503877e-05,5.59284363183203e-05,0.000151301696686105,0.00976143256138092,0.00747853169534771,0.0123004754658552
2013-12-01,0.000108099751035282,6.56159785827289e-05,0.000166605542106843,0.0103971030116702,0.00810036903990978,0.0129075769262415
2014-01-01,0.000118464335018914,7.12301530148907e-05,0.000182868459906933,0.0108841322584262,0.00843979579225059,0.0135228865227411
2014-02-01,0.000126031333530254,7.6204688607943e-05,0.000191791276610319,0.0112263677799302,0.00872952968996286,0.0138488727559437
2014-03-01,0.00013080748948048,8.01368608585607e-05,0.000195760413884823,0.0114371101892252,0.0089519193952225,0.0139914407365655
2014-04-01,0.000133470724092875,8.33780778139682e-05,0.000195858666045483,0.0115529530464239,0.00913115971900438,0.0139949514484861
2014-05-01,0.00013380711412735,8.52417912596573e-05,0.000193451948484,0.0115675025017222,0.00923264811739608,0.013908700459928
2014-06-01,0.000132451904931487,8.6006661508973e-05,0.000190095013242858,0.0115087751273316,0.00927397765303395,0.0137874948138833
2014-07-01,0.000129744224513604,8.53767060580805e-05,0.000185787485680272,0.0113905322313579,0.00923995162639289,0.0136303883172957
2014-08-01,0.000126111363246747,8.36509672489139e-05,0.000181787629001498,0.0112299315780083,0.00914609027119861,0.013482864272902
2014-09-01,0.000122029017853848,8.1251858638907e-05,0.000177049831345457,0.0110466745156109,0.00901398128680701,0.0133060073405006
2014-10-01,0.000117536973589615,7.79548700136967e-05,0.000172794554087491,0.010841447024711,0.00882920551429724,0.0131451342361914
2014-11-01,0.000112967527760425,7.43837680649707e-05,0.000169590967258787,0.0106286183373205,0.00862460248735968,0.0130227096742109
2014-12-01,0.000291740503329981,0.000212535768191474,0.000406129059280035,0.0170804128559582,0.0145786065243381,0.0201526439774049
2015-01-01,0.00165839205777854,0.0010794057877952,0.00262603333407446,0.0407233600993158,0.0328543115556422,0.0512448371455551
2015-02-01,0.00104471989430575,0.00074690213417349,0.00145691634376838,0.0323221270077597,0.0273295103171186,0.0381695735340124
2015-03-01,0.000698777925569874,0.000512511563765405,0.000970695140931418,0.0264344079859919,0.0226387182447551,0.031155980821207
2015-04-01,0.0227724753961534,0.0109040779526253,0.0674451339736109,0.150905518110351,0.104422593113872,0.259702009952967
2015-05-01,0.00987896823635649,0.00606360836681424,0.0171130469128203,0.0993929989302893,0.0778691746894382,0.130816844912344
2015-06-01,0.00508835162121125,0.00323508728644266,0.00770378634159934,0.0713326827002269,0.0568778277226078,0.0877712159058956
2015-07-01,0.00325756938906269,0.0020762394954985,0.0049675700904405,0.0570751205786084,0.0455657710951817,0.07048099098651
2015-08-01,0.00247280834502342,0.00157823944352476,0.00383498901596584,0.0497273400155631,0.0397270618536629,0.0619272881366998
2015-09-01,0.00215550284261775,0.00138313235894,0.00338183881529162,0.04642739323522,0.0371904874791929,0.0581535795569939
2015-10-01,0.00208810251826401,0.00133008247636728,0.00334062615994181,0.0456957603970435,0.0364702958086068,0.0577981501429052
2015-11-01,0.00219583730367785,0.00136088741162615,0.00363894745591124,0.0468597620958307,0.0368902075302667,0.0603236890111276
2015-12-01,0.00245208719688874,0.00146154737313127,0.00427405961306219,0.0495185540670237,0.0382301892897651,0.065376292438943
2016-01-01,0.00288096017825548,0.00162162605859367,0.00534261666416313,0.0536745766471938,0.0402694184039659,0.0730932053214465
2016-02-01,0.002829384566143,0.00156248843270589,0.00537727497345326,0.0531919596005167,0.0395283244358509,0.0733299050418945
2016-03-01,0.00242332861940416,0.00134486563329039,0.00458265707064155,0.0492273157850817,0.0366724097011689,0.0676953253234043
2016-04-01,0.00186243478958705,0.00107062670591311,0.00344213365411469,0.0431559357399078,0.0327204325447129,0.0586696996252298
2016-05-01,0.00132066691618084,0.000797908287005291,0.00234346753790018,0.0363409812220424,0.0282472704345976,0.0484093744836698
